ORG_ID,ORG_NAME,COUNTRY,HEADQUARTERS,LATITUDE,LONGITUDE,GEONAME_COUNTRY_ID,GEONAME_COUNTRY_NAME,SALES_REGION,CITY
e2e2d931-966f-4c6a-a622-7e7754955ab8,MK Productions,US,FALSE,39.756443,-104.99415,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),Denver
3d5e8821-6792-4d19-a5a2-4f0c8f0ff15a,Double Negative LA LLC,US,FALSE,34.073666,-118.23985,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),Burbank
7dca34c0-e3b0-4381-a3ac-c4bf2a5677ac,Uptone Pictures,US,TRUE,35.817448,-78.27004,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),Raleigh
b2e2a399-e275-4bb1-aef5-fa385d429178,Kirti Motion Pictures,IN,FALSE,28.58467,77.352005,b207b69a-47bd-4fb5-8f9c-fd9e881932f2,Republic of India,Asia-Pacific (APAC),Noida
0cbf97c5-b8da-425b-95cc-089d013ba90e,Unigine Europe,AE,TRUE,24.000248,53.99948,c87baeaa-8762-4107-9d80-65b1d2306184,United Arab Emirates,Europe - Middle East - Africa (EMEA),Abu Dhabi
7052a10a-c2de-489c-811a-f4d01311427c,Lemz,NL,TRUE,51.89373,4.523071,eb12cf52-ddf3-48a2-86a4-9834d53067b2,Kingdom of the Netherlands,Europe - Middle East - Africa (EMEA),Amsterdam
f3b7de7f-336b-4658-b670-7af04800b520,"Blockade Games, Inc.",US,TRUE,39.76474,-86.16893,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),Indianapolis
6f459abb-4436-4e59-a44f-b41222208c0d,Orawa Prod,FR,TRUE,46.62481,2.458374,28aadb12-b362-40f4-b068-c3818bbe4bf8,Republic of France,Europe - Middle East - Africa (EMEA),
1eb9b923-2263-44cc-a4af-877984c3cb90,Sombrero Productions,FR,TRUE,48.88075,2.275646,28aadb12-b362-40f4-b068-c3818bbe4bf8,Republic of France,Europe - Middle East - Africa (EMEA),Paris
06c90f52-a8ec-4e2e-936e-071535c7d626,Spring Onion Studio,RS,TRUE,44.79667,20.454151,af8f965f-9271-409f-a19e-f8f00cd3d3f1,Serbia,Europe - Middle East - Africa (EMEA),Belgrade
fc98bbd1-da24-4e34-beb8-3a57490d8804,Logan Industry,US,TRUE,34.073666,-118.23985,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),Los Angeles
3dfbc832-1aac-4de1-83dc-87d0dba9fbb3,Kefir,CY,TRUE,34.982304,33.14513,c90fc4ce-17fe-43fd-8807-0df6cf4055a4,Republic of Cyprus,Europe - Middle East - Africa (EMEA),
b6fd7414-7be4-4a6a-857e-4d4719388259,Pampas Produktion,SE,TRUE,59.34777,18.088993,67738968-0742-4749-af90-8a4b0688468b,Kingdom of Sweden,Europe - Middle East - Africa (EMEA),Stockholm
168b87e5-2333-47ae-a824-25c4be7c9cb6,Full Moon Productions,US,TRUE,39.051476,-94.48047,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),Kansas City
b4b44799-2bb1-4b83-bdb5-8ec8e386d725,Rai,IT,TRUE,41.91165,12.475985,9c0997bf-f1d7-4159-a476-838f6a044419,Italian Republic,Europe - Middle East - Africa (EMEA),Roma
edf5b4a3-8c22-44bb-802c-425e44b481a7,Laser Shot,US,TRUE,29.757027,-95.3556,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),Stafford
b017d158-5447-41a7-974b-23710628d536,PS260,US,FALSE,34.073666,-118.23985,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),Los Angeles
dadd663d-3b86-463d-875e-af92f3a6a131,Quality Meats,US,FALSE,40.748295,-73.98556,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),New York
2f42acb1-6af1-4e79-9846-1cdd145d1ff6,Neulandfilm & Medien GmbH,AT,TRUE,48.209206,16.372778,c8e25a73-a0b4-4f4f-97b6-628068b1b63e,Republic of Austria,Europe - Middle East - Africa (EMEA),Wien
76d4a2e0-7470-469f-b0ec-5abe2806b912,Black Sail Pictures GmbH,DE,TRUE,48.140095,11.555375,4db279f2-e085-49f9-b5f4-2d901ef225fe,Federal Republic of Germany,Europe - Middle East - Africa (EMEA),
0fbb3210-c77d-4eec-a879-97eb825a09f3,le truc Sàrl,CH,TRUE,46.23833,6.10944,a59fe06b-a63f-404e-a2b1-4d95c8a65ecb,Switzerland,Europe - Middle East - Africa (EMEA),
8995fe52-25f5-4229-b2ef-e9ec967163d9,Film House Production,US,TRUE,36.172813,-86.78488,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),Nashville
4c48b621-39d3-4489-90f3-c5c083e0e9fa,Digital Sun Games,ES,FALSE,40.409824,-3.675558,717f0d16-de52-4d2b-a4aa-b80e9fd22dc8,Kingdom of Spain,Europe - Middle East - Africa (EMEA),Madrid
5b9911bd-2052-42e9-9c75-40ebb8aa03b7,"IBM, Inc.",US,TRUE,40.748295,-73.98556,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),
ddd2ea47-d65a-4ff3-b537-09adce0c3efb,Avalanche Studios,SE,FALSE,59.34777,18.088993,67738968-0742-4749-af90-8a4b0688468b,Kingdom of Sweden,Europe - Middle East - Africa (EMEA),Stockholm
0ac81966-f9d0-48a1-8c8f-ecd7bd22e914,No Reservations Entertainment,GB,TRUE,51.51649,-0.128427,f711c42f-220d-4a41-8dd5-77ed6c4e125b,United Kingdom of Great Britain and Northern Ireland,Europe - Middle East - Africa (EMEA),London
0dd18914-f840-4eff-ba48-663fc25d45bd,11 Marzo Film Produzioni Cinematografiche,IT,TRUE,41.91165,12.475985,9c0997bf-f1d7-4159-a476-838f6a044419,Italian Republic,Europe - Middle East - Africa (EMEA),Roma
0cd30b77-fd30-4eb1-a709-9fa6dd5515cf,Allison,US,FALSE,33.44547,-112.06631,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),Scottsdale
ec20e6c7-4499-43fd-a3b2-d73e72671805,Art. Lebedev Studio,GB,FALSE,51.48389,-0.52654314,f711c42f-220d-4a41-8dd5-77ed6c4e125b,United Kingdom of Great Britain and Northern Ireland,Europe - Middle East - Africa (EMEA),
604d5dc1-ad57-436f-a853-3b789240b4ef,La Vérité Production,FR,FALSE,48.88075,2.275646,28aadb12-b362-40f4-b068-c3818bbe4bf8,Republic of France,Europe - Middle East - Africa (EMEA),Paris
2a934878-dfbe-4bf4-b91b-5ce821313389,Attraktion! GmbH,SG,FALSE,1.356523,103.80859,2cdfb514-5473-40a7-84a9-cd496f27771d,Republic of Singapore,Asia-Pacific (APAC),
5ba234b8-a537-4b6b-bdfd-ff5209054466,Cardel,GB,FALSE,51.51649,-0.128427,f711c42f-220d-4a41-8dd5-77ed6c4e125b,United Kingdom of Great Britain and Northern Ireland,Europe - Middle East - Africa (EMEA),London
0d034d8b-3a33-4b17-abf4-efbb1ce8a8c8,Keywords Studios Plc,US,FALSE,47.591396,-122.33279,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),
343d47d2-351c-4688-8d03-8cd67b6cd53d,Green Parrot,PL,FALSE,50.22702,19.026789,20339884-fabe-45b3-a451-5973abcc561e,Republic of Poland,Europe - Middle East - Africa (EMEA),Katowice
c687d70a-c16e-4fd6-b638-aa30a015d52a,SF Studios Production AB,NO,FALSE,59.911903,10.741144,3ca12dea-f749-428e-a7da-4fc29f68020d,Kingdom of Norway,Europe - Middle East - Africa (EMEA),Oslo
0aeb9404-9d6d-44d5-bfd5-9ae7da011fe0,Pistoleros,FR,TRUE,48.88075,2.275646,28aadb12-b362-40f4-b068-c3818bbe4bf8,Republic of France,Europe - Middle East - Africa (EMEA),Paris
fe6d5c89-35f9-4b9c-a96c-36dc037d0fcb,Content Media Corporation International,US,TRUE,32.7513,-97.08263,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),Dallas
a0cab4eb-fa21-49a9-92ab-22cdf95b6e14,Work Point Entertainment,US,FALSE,40.748295,-73.98556,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),New York
a3419a4e-6ba6-41d1-9e54-62a3ab148a12,Now,US,FALSE,32.71576,-117.16382,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),San Diego
ffced421-6c69-4df2-a58f-6f19ac6b5a37,GelaroGrace Studio LLP,IN,FALSE,18.969048,72.82118,b207b69a-47bd-4fb5-8f9c-fd9e881932f2,Republic of India,Asia-Pacific (APAC),
e8cd8560-8223-4c98-b60f-76d7198d5979,Bold Communications Limited,IE,TRUE,53.427185,-6.244215,583bd1fa-5e3f-4f3c-a960-59e981500ccc,Ireland,Europe - Middle East - Africa (EMEA),Dublin
8262a81b-5f48-4c6c-b2d3-c0148861e78c,"Digital Domain Productions Québec, Ltd.",US,TRUE,34.073666,-118.23985,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),Los Angeles
4c86070e-e755-48f0-9add-dd54edc7d6d7,TDA_Boulder,US,TRUE,39.756443,-104.99415,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),Boulder
515d4deb-bda6-499c-a8df-1b0f7077af1f,Prima Linea Productions,FR,TRUE,48.88075,2.275646,28aadb12-b362-40f4-b068-c3818bbe4bf8,Republic of France,Europe - Middle East - Africa (EMEA),Paris
9f04e5ab-4120-4eda-bce0-a5daa7be49d4,Rumble Fish Productions,FR,TRUE,43.939774,4.850761,28aadb12-b362-40f4-b068-c3818bbe4bf8,Republic of France,Europe - Middle East - Africa (EMEA),
e184760b-f1fc-484c-ae6d-f2e876d17752,Microsoft Corporation,IE,FALSE,52.865196,-7.97946,583bd1fa-5e3f-4f3c-a960-59e981500ccc,Ireland,Europe - Middle East - Africa (EMEA),
b9baa87b-eb80-4e71-ab27-05f47e95ca49,Squeeze Studio Animation Inc.,CA,FALSE,45.457947,-73.75159,566892ec-7d04-466f-b63f-4323c0d743ae,Canada,North America (NA),Montreal
ac8c98c8-a144-460f-b472-ec06160c34b5,L'Éloi,CA,TRUE,45.457947,-73.75159,566892ec-7d04-466f-b63f-4323c0d743ae,Canada,North America (NA),Montreal
e0326f73-a64a-4265-b94e-80e9fb2747a7,Crown Films,US,TRUE,25.777811,-80.21953,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),Miami
51fe717b-f95a-4ac9-b76c-d85dbfd59d7c,Max Films,IN,FALSE,30.65213,76.39727,b207b69a-47bd-4fb5-8f9c-fd9e881932f2,Republic of India,Asia-Pacific (APAC),Fatehgarh Sahib
ecbe3bff-3545-4457-8374-e995376273fe,Media Hub Digital,DE,TRUE,48.140095,11.555375,4db279f2-e085-49f9-b5f4-2d901ef225fe,Federal Republic of Germany,Europe - Middle East - Africa (EMEA),Munich
8fa676b0-2172-4e24-9dfc-1a078550c627,David+Martin,DE,TRUE,48.140095,11.555375,4db279f2-e085-49f9-b5f4-2d901ef225fe,Federal Republic of Germany,Europe - Middle East - Africa (EMEA),Munchen
5a08fa89-1dfd-410e-b8fc-51d1371e139c,mortierbrigade,BE,TRUE,50.903824,4.490236,3cb2e956-a104-42f3-bf18-d0f433e44197,Kingdom of Belgium,Europe - Middle East - Africa (EMEA),
7ef7453a-24aa-43ef-93e8-5b3ba685aa70,Smart Up Inc,EG,TRUE,26.502249,29.874119,d7588c48-7a80-4dbe-ac6d-0b8bcf53c2e6,Arab Republic of Egypt,Europe - Middle East - Africa (EMEA),Cairo
840bad9c-d232-41ff-8d45-7830aa0d3b1a,GM Film Production,US,TRUE,34.073666,-118.23985,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),Santa Monica
13c30893-f389-41be-88ff-bcbac5d8ba68,BBC Worldwide Ltd,SG,FALSE,1.356523,103.80859,2cdfb514-5473-40a7-84a9-cd496f27771d,Republic of Singapore,Asia-Pacific (APAC),Singapore
49468fcf-a2bc-4b48-b51e-f1b2475834bf,Highlights Nepal,US,FALSE,41.577408,-75.25677,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),
ab68ae72-091d-448c-8ee1-fe1a886f996a,Telenet,BE,TRUE,51.02894,4.477941,3cb2e956-a104-42f3-bf18-d0f433e44197,Kingdom of Belgium,Europe - Middle East - Africa (EMEA),
e7c9390a-fdcf-41bc-a5ff-27906f42b848,Apurba Production,IN,FALSE,22.551003,88.37283,b207b69a-47bd-4fb5-8f9c-fd9e881932f2,Republic of India,Asia-Pacific (APAC),Kolkata
0b00ddb6-0ef8-452b-a27a-6f16b69ea3cf,Tombras,US,FALSE,38.873062,-77.007385,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),Alexandria
6789ca01-e08c-4b77-8770-abe0fb0afe27,Awesomeness Films,AU,TRUE,-31.939821,115.8162,4faa215f-66da-4c60-885f-1adfb483fd12,Commonwealth of Australia,Asia-Pacific (APAC),Perth
b04d20c9-b04c-4b41-82f1-48e011e9e92e,Deluca Film,DK,TRUE,56.183804,10.170653,803a8479-5cb7-4f09-aa0a-fd1759881711,Kingdom of Denmark,Europe - Middle East - Africa (EMEA),
d6f64d2d-fc19-41de-9239-cd81e67c3a03,Central Pictures,DE,FALSE,48.140095,11.555375,4db279f2-e085-49f9-b5f4-2d901ef225fe,Federal Republic of Germany,Europe - Middle East - Africa (EMEA),Munich
02d28a10-508a-4cdd-8d05-cf338fc2bd75,Coffeenauts,BR,TRUE,-23.624617,-46.659874,7647697b-ce32-4383-ade2-c566cc5a0b87,Federative Republic of Brazil,Latin America (LATAM),Sao Paulo
11728964-70f2-4ee3-bda5-a9533411f62d,"SEGA Amusements International, Ltd.",GB,TRUE,51.51649,-0.128427,f711c42f-220d-4a41-8dd5-77ed6c4e125b,United Kingdom of Great Britain and Northern Ireland,Europe - Middle East - Africa (EMEA),
5e56862b-0f03-4a85-9dda-ead71c7c55ce,GSC Game World,UA,TRUE,50.44475,30.53969,a427490d-2e2b-44de-aaff-7345796de4b2,Ukraine,Europe - Middle East - Africa (EMEA),Kyiv
c4eaface-3a57-4241-9538-62ee6bf7fc6c,The Monkeys,NZ,FALSE,-36.893494,174.70992,264415d5-92ed-45e6-bf45-e42cdd116227,New Zealand,Asia-Pacific (APAC),Auckland
545eca72-c0b5-43c3-ab3a-6cc23d2a19d8,Face Films,GB,TRUE,53.943832,-2.550564,f711c42f-220d-4a41-8dd5-77ed6c4e125b,United Kingdom of Great Britain and Northern Ireland,Europe - Middle East - Africa (EMEA),
8225f1c5-f247-4d0a-94e3-f0eeccc721b0,Screencraft Entertainment GmbH,DE,TRUE,48.140095,11.555375,4db279f2-e085-49f9-b5f4-2d901ef225fe,Federal Republic of Germany,Europe - Middle East - Africa (EMEA),Munchen
c1bf13ba-7c8c-4573-8b20-5e0245719c5f,NDR - Norddeutscher Rundfunk,DE,FALSE,52.372066,9.735686,4db279f2-e085-49f9-b5f4-2d901ef225fe,Federal Republic of Germany,Europe - Middle East - Africa (EMEA),Hannover
dda6cdfb-2700-4a2c-b8f9-893e522a7475,BMW Arts,US,FALSE,32.7513,-97.08263,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),Dallas
b53e56a3-56f0-4ddb-ae79-46576cd22cba,"Third Time, Inc",US,FALSE,28.298353,-81.36416,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),Orlando
f32233ca-d7da-4e77-b96b-37fae48bb3cd,Karan Johar,IN,FALSE,28.587835,77.16324,b207b69a-47bd-4fb5-8f9c-fd9e881932f2,Republic of India,Asia-Pacific (APAC),New Delhi
b552a848-cddf-4cc9-9db3-1e286da9da68,Cheil Worldwide,SG,FALSE,1.356523,103.80859,2cdfb514-5473-40a7-84a9-cd496f27771d,Republic of Singapore,Asia-Pacific (APAC),Singapore
7fe8c8da-f07f-4400-ab20-e77053443736,Fox+,US,TRUE,40.860245,-93.26005,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),New York
d033e584-a647-4152-9590-27051e793535,mcgarrybowen,GB,FALSE,53.476933,-2.25183,f711c42f-220d-4a41-8dd5-77ed6c4e125b,United Kingdom of Great Britain and Northern Ireland,Europe - Middle East - Africa (EMEA),Manchester
08f01cab-6612-4092-9d61-3f8fc9190d31,LLYC,CO,FALSE,4.670855,-74.09681,cb3f33ab-925d-4f3b-9b8e-f7e898835b6d,Republic of Colombia,Latin America (LATAM),Bogota
197cd260-9fd9-45bb-9e50-36275254fba4,Company 3 Animation,CA,TRUE,43.68814,-79.621994,566892ec-7d04-466f-b63f-4323c0d743ae,Canada,North America (NA),Toronto
44bd81a3-3e1b-41ec-8546-db4d2c05a970,Franklin/Waterman,CA,FALSE,51.13357,-114.01125,566892ec-7d04-466f-b63f-4323c0d743ae,Canada,North America (NA),Calgary
3adf54a2-7079-4966-ac08-493bfee1acb6,Dryades Films,FR,TRUE,48.88075,2.275646,28aadb12-b362-40f4-b068-c3818bbe4bf8,Republic of France,Europe - Middle East - Africa (EMEA),
3460bad5-dc42-462a-b9a7-97434393f103,Jupiter Communications,FR,TRUE,48.88075,2.275646,28aadb12-b362-40f4-b068-c3818bbe4bf8,Republic of France,Europe - Middle East - Africa (EMEA),Paris
eef7b016-5850-4f72-8aa5-3f0b3a3d0027,G/PAC,CN,FALSE,19.738718,110.00701,20860607-eac6-4f7a-af80-9b23a5ed4652,People's Republic of China,Asia-Pacific (APAC),
eef7b016-5850-4f72-8aa5-3f0b3a3d0027,G/PAC,US,TRUE,40.748295,-73.98556,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),New York
decab5af-feaa-44ba-9b06-f65241429278,Uber,US,FALSE,41.948055,-87.655754,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),Chicago
85b431a7-3b04-4677-b280-d089b949a964,Burny Games,CY,TRUE,35.174652,33.36388,c90fc4ce-17fe-43fd-8807-0df6cf4055a4,Republic of Cyprus,Europe - Middle East - Africa (EMEA),Nicosia
ad1a1d06-9611-4120-864b-667c62865d4d,"Square Enix, Inc.",FR,FALSE,48.88075,2.275646,28aadb12-b362-40f4-b068-c3818bbe4bf8,Republic of France,Europe - Middle East - Africa (EMEA),Levallois-Perret
a08558c3-3d60-4a7f-9bda-7529b31ce463,"Virtual Media Group, LLC",US,TRUE,47.591396,-122.33279,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),Bellevue
7233f162-12f2-4121-b228-c55b5f61ff84,Nagoya Broadcasting Network,AU,FALSE,-37.803425,145.01105,4faa215f-66da-4c60-885f-1adfb483fd12,Commonwealth of Australia,Asia-Pacific (APAC),Yarra
ef443147-9b70-4636-8aa6-e426fa89c91e,Hello Monday/DEPT®,DK,FALSE,56.183804,10.170653,803a8479-5cb7-4f09-aa0a-fd1759881711,Kingdom of Denmark,Europe - Middle East - Africa (EMEA),
23104bae-a5a3-44ec-8b40-d6c07377af71,Hope Street,US,TRUE,38.873062,-77.007385,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),Washington
e6c679ff-833a-4eef-a89a-dac049b4357a,Freibeuter Film,AT,TRUE,48.209206,16.372778,c8e25a73-a0b4-4f4f-97b6-628068b1b63e,Republic of Austria,Europe - Middle East - Africa (EMEA),Vienna
c75777eb-5b7e-4eea-b851-af3d11356d4c,Mass Creation,PL,TRUE,52.23702,21.02,20339884-fabe-45b3-a451-5973abcc561e,Republic of Poland,Europe - Middle East - Africa (EMEA),Warsaw
5fb5c5c3-5e20-40ce-8f5a-953aa00fea7d,Crytek GmbH,DE,TRUE,50.0508,8.571482,4db279f2-e085-49f9-b5f4-2d901ef225fe,Federal Republic of Germany,Europe - Middle East - Africa (EMEA),Frankfurt Am Main
28c8cfa1-9232-4f50-bf38-fcc1c1aec946,BBDO,US,TRUE,40.748295,-73.98556,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),New York
08d02b61-9350-4d02-a84f-423fc4a35b52,Les Films de la Capitaine,FR,TRUE,48.88075,2.275646,28aadb12-b362-40f4-b068-c3818bbe4bf8,Republic of France,Europe - Middle East - Africa (EMEA),Paris
db5297e7-e94d-4964-b38e-0a0a87d9d562,Pepsi Productions,RS,TRUE,44.79667,20.454151,af8f965f-9271-409f-a19e-f8f00cd3d3f1,Serbia,Europe - Middle East - Africa (EMEA),Belgrade
10ee3133-cc10-4d80-91cf-b07d7cc90e87,MullenLowe SSP3 México,MX,TRUE,19.425928,-99.13615,6da34315-a75a-4a48-8b19-c219194e44e2,Mexico,North America (NA),
bd0d83cf-847c-472a-b725-24f73b2b18b7,REDLAB Inc.,CA,TRUE,43.68814,-79.621994,566892ec-7d04-466f-b63f-4323c0d743ae,Canada,North America (NA),Toronto
1faadf06-cdc9-4fdf-a03f-9e06e3bf7f1f,Warner Bros Entertainment United Kingdom,GB,FALSE,51.51649,-0.128427,f711c42f-220d-4a41-8dd5-77ed6c4e125b,United Kingdom of Great Britain and Northern Ireland,Europe - Middle East - Africa (EMEA),London
aa438aa4-e27d-463f-92c8-15d82f95d904,"Yoozoo Games Co., Ltd.",US,FALSE,37.39271,-122.042,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),San Mateo
ac91d1a9-b022-4be2-b9a6-7a69a7be726b,"Uplandme, Inc",US,TRUE,37.39271,-122.042,83dfa402-74b0-4aae-ab5a-4e778eb7d3ce,United States,North America (NA),Mountain View
cb243f29-2139-4110-8009-a76bcc80d949,Able Media Ltd,GB,TRUE,51.51649,-0.128427,f711c42f-220d-4a41-8dd5-77ed6c4e125b,United Kingdom of Great Britain and Northern Ireland,Europe - Middle East - Africa (EMEA),London
d42ce2ba-5517-4cdf-bfd4-6a3870e56004,Hogarth Worldwide Inc.,BR,FALSE,-23.624617,-46.659874,7647697b-ce32-4383-ade2-c566cc5a0b87,Federative Republic of Brazil,Latin America (LATAM),Sao Paulo
44bd81a3-3e1b-41ec-8546-db4d2c05a970,Franklin/Waterman,BE,FALSE,50.903824,4.490236,3cb2e956-a104-42f3-bf18-d0f433e44197,Kingdom of Belgium,Europe - Middle East - Africa (EMEA),Brussels
d69c8789-cf7c-4c3c-8c15-14ffb457bfdf,Nintendo of Europe GmbH,NL,FALSE,51.89373,4.523071,eb12cf52-ddf3-48a2-86a4-9834d53067b2,Kingdom of the Netherlands,Europe - Middle East - Africa (EMEA),
